file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_2802-1.xmi	saturn	Saar,_Ferdinand_von_Die_Steinklopfer.tg197_1.xml	1877	1870	digbib	Die Steinklopfer	Saar, Ferdinand von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2823-2.xmi	saturn	Sacher-Masoch,_Leopold_von_Don_Juan_von_Kolomea.tg4_1.xml	1866	1860	digbib	Don Juan von Kolomea	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_2824-2.xmi	saturn	Sacher-Masoch,_Leopold_von_Venus_im_Pelz.tg5_1.xml	1870	1870	digbib	Venus im Pelz	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2846-1.xmi	saturn	Schambach,_Georg_16__Der_Besenbinderjunge.tg644_1.xml	1855	1850	digbib	16. Der Besenbinderjunge	Schambach, Georg	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_2847-1.xmi	saturn	Schambach,_Georg_171__Das_Schauteufelskreuz.tg397_1.xml	1855	1850	digbib	171. Das Schauteufelskreuz	Schambach, Georg	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3002-1.xmi	saturn	Schnitzler,_Arthur_Der_Ehrentag.tg272_1.xml	1897	1890	digbib	Der Ehrentag	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3003-1.xmi	saturn	Schnitzler,_Arthur_Der_Moerder.tg300_1.xml	1911	1910	digbib	Der Mörder	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3006-1.xmi	saturn	Schnitzler,_Arthur_Der_tote_Gabriel.tg298_1.xml	1907	1900	digbib	Der tote Gabriel	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3012-1.xmi	saturn	Schnitzler,_Arthur_Die_griechische_Taenzerin.tg288_1.xml	1902	1900	digbib	Die griechische Tänzerin	Schnitzler, Arthur	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_3016-1.xmi	saturn	Schnitzler,_Arthur_Die_Toten_schweigen.tg276_1.xml	1897	1890	digbib	Die Toten schweigen	Schnitzler, Arthur	yes	Erzähltext	yes	yes_DS	third	chevron
rwk1_digbib_3018-2.xmi	saturn	Schnitzler,_Arthur_Doktor_Graesler__Badearzt.tg314_1.xml	1917	1910	digbib	Doktor Gräsler, Badearzt	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3021-1.xmi	saturn	Schnitzler,_Arthur_Exzentrik.tg287_1.xml	1902	1900	digbib	Exzentrik	Schnitzler, Arthur	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_3027-2.xmi	saturn	Schnitzler,_Arthur_Mein_Freund_Ypsilon.tg235_1.xml	1889	1880	digbib	Mein Freund Ypsilon	Schnitzler, Arthur	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_3030-1.xmi	saturn	Schnitzler,_Arthur_Um_eine_Stunde.tg277_1.xml	1899	1890	digbib	Um eine Stunde	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3034-1.xmi	saturn	Sealsfield,_Charles_Das_Paradies_der_Liebe.tg34_1.xml	1841	1840	digbib	Das Paradies der Liebe	Sealsfield, Charles	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3039-1.xmi	saturn	Sealsfield,_Charles_Havanna_1816.tg27_1.xml	1841	1840	digbib	Havanna 1816	Sealsfield, Charles	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3076-1.xmi	saturn	Sommer,_Emil_5__Die_Koenigstochter_und_der_Soldat.tg82_1.xml	1846	1840	digbib	5. Die Königstochter und der Soldat	Sommer, Emil	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3090-1.xmi	saturn	Sommer,_Emil_Pfingsten.tg96_1.xml	1846	1840	digbib	Pfingsten	Sommer, Emil	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_3104-1.xmi	saturn	Spiegel,_Karl_4__Der_Grindhansel.tg9_1.xml	1914	1910	digbib	4. Der Grindhansel	Spiegel, Karl	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3109-1.xmi	saturn	Spiegel,_Karl_9__Der_Zauberer_und_sein_Lehrling.tg14_1.xml	1914	1910	digbib	9.Der Zauberer und sein Lehrling	Spiegel, Karl	yes	Erzähltext	yes	no	third	none
rwk1_digbib_3111-1.xmi	saturn	Spiegel,_Karl_a__Die_Geiss_und_der_Baer.tg21_1.xml	1914	1910	digbib	a. Die Geiß und der Bär	Spiegel, Karl	yes	Erzähltext	yes	yes	third	chevron none
rwk1_digbib_3125-1.xmi	saturn	Stifter,_Adalbert_Der_Kuss_von_Sentze.tg144_1.xml	1866	1860	digbib	Der Kuß von Sentze	Stifter, Adalbert	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_3126-1.xmi	saturn	Stifter,_Adalbert_Der_Waldbrunnen.tg143_1.xml	1866	1860	digbib	Der Waldbrunnen	Stifter, Adalbert	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_3130-1.xmi	saturn	Stifter,_Adalbert_Kalkstein.tg137_1.xml	1848	1840	digbib	Kalkstein	Stifter, Adalbert	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_3131-1.xmi	saturn	Stifter,_Adalbert_Katzensilber.tg140_1.xml	1853	1850	digbib	Katzensilber	Stifter, Adalbert	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3131-2.xmi	saturn	Stifter,_Adalbert_Katzensilber.tg140_1.xml	1853	1850	digbib	Katzensilber	Stifter, Adalbert	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3132-1.xmi	saturn	Stifter,_Adalbert_Nachkommenschaften.tg142_1.xml	1864	1860	digbib	Nachkommenschaften	Stifter, Adalbert	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_3136-1.xmi	saturn	Storm,_Theodor_Aquis_Submersus.tg242_1.xml	1876	1870	digbib	Aquis Submersus	Storm, Theodor	yes	Erzähltext	yes	no	first	chevron
