file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_3137-1.xmi	uranus	Storm,_Theodor_Auf_dem_Staatshof.tg211_1.xml	1859	1850	digbib	Auf dem Staatshof	Storm, Theodor	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_3161-1.xmi	uranus	Storm,_Theodor_Immensee.tg200_1.xml	1850	1850	digbib	Immensee	Storm, Theodor	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3173-1.xmi	uranus	Storm,_Theodor_Se_dohn_sick_wat_to_gude.tg262_1.xml	1919	1910	digbib	Sedohnsickwattogude	Storm, Theodor	yes	Erzähltext	yes	yes_DS	unsure	chevron
rwk1_digbib_3183-3.xmi	uranus	Sudermann,_Hermann_Miks_Bumbullis.tg210_1.xml	1917	1910	digbib	Miks Bumbullis	Sudermann, Hermann	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3185-1.xmi	uranus	Trakl,_Georg_Aus_goldenem_Kelch__Maria_Magdalena.tg167_1.xml	1906	1900	digbib	Aus goldenem Kelch. Maria Magdalena	Trakl, Georg	yes	Erzähltext	yes	no	third	none
rwk1_digbib_3188-2.xmi	uranus	Turgenev,_Ivan_Sergeeviç_Faust__Erzaehlung_in_neun_Briefen.tg4_1.xml	1856	1850	digbib	Faust. Erzählung in neun Briefen	Turgenev, Ivan Sergeeviç	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_3199-1.xmi	uranus	Ungern-Sternberg,_Alexander_von_Die_rosenrote_Fliege.tg9_1.xml	1850	1850	digbib	Die rosenrote Fliege	Ungern-Sternberg, Alexander von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3213-2.xmi	uranus	Verne,_Jules_Frritt_Flacc_.tg1973_1.xml	1887	1880	digbib	Frritt-Flacc!	Verne, Jules	yes	Erzähltext	yes	no	third	other
rwk1_digbib_3215-1.xmi	uranus	Verne,_Jules_Meister_Zacharius.tg1908_1.xml	1875	1870	digbib	Meister Zacharius	Verne, Jules	yes	Erzähltext	yes	no	third	other
rwk1_digbib_3220-3.xmi	uranus	Wildenbruch,_Ernst_von_Das_Riechbuechschen.tg175_1.xml	1885	1880	digbib	Das Riechbüschchen	Wildenbruch, Ernst von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_3286-1.xmi	uranus	Wildermuth,_Ottilie_Streit_in_der_Liebe.tg53_1.xml	1847	1840	digbib	Streit in der Liebe	Wildermuth, Ottilie	yes	Erzähltext	yes	no	third	chevron
rwk1_grenz_337-1.xmi	uranus	grenzboten_341546_341790.txt_8.xml	1844	1840	grenz	Der Schachtelmann	Cornelius	yes	Erzähltext	yes	no	first	dash
rwk1_grenz_4101-1.xmi	uranus	grenzboten_341588_105276.txt_68.xml	1858	1850	grenz	Literatur	Undefined	no	Rezension	no	no	first_plural	german
rwk1_grenz_5403-1.xmi	uranus	grenzboten_341795_114855.txt_19.xml	1862	1860	grenz	General Wilhelm von Willisen. Nach Auszügen aus den Tagebüchern desselben.	Undefined	no	Erzähltext	yes	no	first	undef
rwk1_grenz_5486-1.xmi	uranus	grenzboten_341797_115393.txt_28.xml	1863	1860	grenz	Von der polnischen Grenze	Undefined	no	Kommentar	no	no	third	undef
rwk1_grenz_5912-2.xmi	uranus	grenzboten_341799_189094.txt_53.xml	1864	1860	grenz	Vasari der andere. 1.	Undefined	no	Rezension	no	no	third	undef
rwk1_grenz_6044-1.xmi	uranus	grenzboten_341801_282796.txt_1.xml	1865	1860	grenz	Diskereditirte Geschichten aus Mittelalter und Neuzeit	Undefined	no	Reportage	no	no	unsure	german
rwk1_grenz_7064-2.xmi	uranus	grenzboten_341807_287271.txt_8.xml	1868	1860	grenz	Bestrebungen zur Ausdehnung des weiblichen Wirkungskreises	Undefined	no	Kommentar	no	no	third	german
rwk1_grenz_7249-1.xmi	uranus	grenzboten_341809_120686.txt_50.xml	1869	1860	grenz	Vor dem zweiten Zollparlament	Undefined	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_7378-1.xmi	uranus	grenzboten_341809_121754.txt_33.xml	1869	1860	grenz	Ulrich Zwingli	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_8348-1.xmi	uranus	grenzboten_341815_128453.txt_38.xml	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Kommentar	no	no	third	german
rwk1_grenz_10605-1.xmi	uranus	grenzboten_341831_157681.txt_52.xml	1880	1880	grenz	Die Hauptströmungen in der bildenden Kunst der Gegenwart. 3. Der Realismus in der Historienmalerei. — Karl Piloty.	Rosenberg, Adolf	no	Biographie	no	no	third	german
rwk1_grenz_11238-2.xmi	uranus	grenzboten_341835_359176.txt_6.xml	1882	1880	grenz	Vom Wiener Burgtheater.	Undefined	no	Reportage	yes	no	third	undef
rwk1_grenz_11530-1.xmi	uranus	grenzboten_341837_151310.txt_8.xml	1883	1880	grenz	Die Grafen von Altenschwerdt.	Niemann, August	yes	Erzähltext	yes	no	third	none
rwk1_grenz_12190-1.xmi	uranus	grenzboten_341839_158199.txt_77.xml	1884	1880	grenz	Unser Reichskanzler.	Niemann, August	no	Kommentar	no	no	first	undef
rwk1_grenz_12920-1.xmi	uranus	grenzboten_341843_199353.txt_29.xml	1886	1880	grenz	Olympia und der olympische Zeustempel	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_13812-1.xmi	uranus	grenzboten_341849_204088.txt_52.xml	1889	1880	grenz	Wolf Baudissin (geb. den 30. Januar 1789)	Waldmüller, Robert	no	Biographie	no	no	third	none
rwk1_grenz_13858-1.xmi	uranus	grenzboten_341849_204088.txt_94.xml	1889	1880	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Rezension	no	no	first_plural	none
rwk1_grenz_14432-1.xmi	uranus	grenzboten_341851_208578.txt_32.xml	1890	1890	grenz	Die Rembrandt-Ausstellung im Berliner Kupferstichkabinet	Undefined	no	Rezension	no	no	first_plural	german
rwk1_grenz_15484-1.xmi	uranus	grenzboten_341857_215089.txt_73.xml	1893	1890	grenz	Indische Zustände	Undefined	no	Reportage	no	no	third	german
rwk1_grenz_16046-1.xmi	uranus	grenzboten_341863_222303.txt_2.xml	1896	1890	grenz	Zur Assessorenfrage in Preußen	Undefined	no	Kommentar	no	no	third	german
rwk1_grenz_16079-1.xmi	uranus	grenzboten_341863_222303.txt_5.xml	1896	1890	grenz	Adolf Wilbrandt	Undefined	no	Rezension	no	no	third	german
rwk1_grenz_16828-1.xmi	uranus	grenzboten_341867_227635.txt_74.xml	1898	1890	grenz	Das deutsche Lied seit dem Tode Richard Wagners	Kretzschmar, Hermann 	no	Kommentar	no	no	first_plural	undef
rwk1_grenz_17349-1.xmi	uranus	grenzboten_341869_231811.txt_45.xml	1899	1890	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Unsure	no	no	unsure	none
rwk1_grenz_21204-1.xmi	uranus	grenzboten_341891_314996.txt_33.xml	1910	1910	grenz	Jasmin	Puttkamer, Alberta von	yes	Erzähltext	yes	no	third	german
rwk1_grenz_21900-1.xmi	uranus	grenzboten_341893_319600.txt_31.xml	1911	1910	grenz	Polen und Rom vor 1870	Pflaum, Chr. D.	no	Reportage	yes	no	third	german
rwk1_grenz_22075-1.xmi	uranus	grenzboten_341895_321082.txt_17.xml	1912	1910	grenz	Rußland, Frankreich und Deutschland	Massow, Wilhelm v.	no	Reportage	yes	no	third	german
rwk1_grenz_22414-1.xmi	uranus	grenzboten_341897_324869.txt_7.xml	1913	1910	grenz	Maßgebliches und Unmaßgebliches: Volkswirtschaft	Jentsch, Carl 	no	Rezension	no	no	third	undef
rwk1_grenz_22456-1.xmi	uranus	grenzboten_341897_325519.txt_17.xml	1913	1910	grenz	Kirchspielvogt Mohr. Zur Psychologie Hebbels und moderner Kritik	Reuschel,  Karl Professor Dr.	no	Rezension	no	no	third	german
rwk1_grenz_23465-1.xmi	uranus	grenzboten_341903_330101.txt_43.xml	1916	1910	grenz	Der Apostel des deutschen Idealismus	Buchheim, Karl Dr.	no	Biographie	no	no	third	german none
rwk1_mkhz_58-1.xmi	uranus	nn_arbeitgeber0676_1870.txt_5.xml	1870	1870	mkhz.arbeitgeber	Handel und Verkehr. Gewerbe. Technik.	Undefined	no	Nachrichten	no	no	third	german
rwk1_mkhz_140-1.xmi	uranus	nn_arbeitgeber1050_1877.txt_2.xml	1877	1870	mkhz.arbeitgeber	Die Betheiligung der Arbeiter am Gewinn. Neue Erfindungen. Verschiedenes. Patentliste.	Undefined	no	Nachrichten	no	no	third	undef
