file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	dialect	perspective	quotes
rwk1_digbib_1609-1.tsv	mars	Kuhn,_Adalbert_291__Zwergueberfahrt.tg849_1.xml	1848	1840	digbib	291. Zwergüberfahrt	Kuhn, Adalbert	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1851-1.tsv	mars	Kuhn,_Adalbert_9__Der_starke_Hans.tg2663_1.xml	1859	1850	digbib	9. Der starke Hans	Kuhn, Adalbert	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1865-2.tsv	mars	Kurz,_Hermann_Die_beiden_Tubus.tg48_1.xml	1859	1850	digbib	Die beiden Tubus	Kurz, Hermann	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1866-1.tsv	mars	Leskov,_Semenovic_Nikolaj_Das_Tier.tg10_1.xml	1883	1880	digbib	Das Tier	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1868-1.tsv	mars	Leskov,_Semenovic_Nikolaj_Der_versiegelte_Engel.tg43_1.xml	1873	1870	digbib	Der versiegelte Engel	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1868-2.tsv	mars	Leskov,_Semenovic_Nikolaj_Der_versiegelte_Engel.tg43_1.xml	1873	1870	digbib	Der versiegelte Engel	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1869-1.tsv	mars	Leskov,_Semenovic_Nikolaj_Die_Lady_Makbeth_des_Mzensker_Landkreises.tg27_1.xml	1865	1860	digbib	Die Lady Makbeth des Mzensker Landkreises	Leskov, Semënovi? Nikolaj	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1871-1.tsv	mars	Lichtenstein,_Alfred_Cafe_Kloesschen.tg125_1.xml	1919	1910	digbib	Cafe Klößchen	Lichtenstein, Alfred	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1877-1.tsv	mars	Lichtenstein,_Alfred_Gespraech_ueber_Beine.tg128_1.xml	1915	1910	digbib	Gespräch über Beine	Lichtenstein, Alfred	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1886-1.tsv	mars	Liliencron,_Detlev_von_Unter_flatternden_Fahnen.tg262_1.xml	1888	1880	digbib	Unter flatternden Fahnen	Liliencron, Detlev von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_1890-1.tsv	mars	Marlitt,_Eugenie_Amtmanns_Magd.tg123_1.xml	1881	1880	digbib	Amtmanns Magd	Marlitt, Eugenie	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1891-1.tsv	mars	Marlitt,_Eugenie_Blaubart.tg122_1.xml	1866	1860	digbib	Blaubart	Marlitt, Eugenie	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1897-1.tsv	mars	Meier,_Ernst_16__Der_Raeuber_Matthes.tg23_1.xml	1852	1850	digbib	16.Der Räuber Matthes	Meier, Ernst	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1966-3.tsv	mars	Meyer,_Conrad_Ferdinand_Angela_Borgia.tg421_1.xml	1891	1890	digbib	Angela Borgia	Meyer, Conrad Ferdinand	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_1995-1.tsv	mars	Meyrink,_Gustav_Der_heisse_Soldat.tg82_1.xml	1913	1910	digbib	Der heiße Soldat	Meyrink, Gustav	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2012-1.tsv	mars	Meyrink,_Gustav_Hilligenlei.tg64_1.xml	1913	1910	digbib	Hilligenlei	Meyrink, Gustav	yes	Erzähltext	yes	yes_DS	third	chevron
rwk1_digbib_2013-1.tsv	mars	Meyrink,_Gustav_Honni_soit__qui_mal_y_pense.tg38_1.xml	1913	1910	digbib	Honni soit, qui mal y mpense	Meyrink, Gustav	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2027-2.tsv	mars	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2027-3.tsv	mars	Meysenbug,_Malwida_Freiin_von_Zu_spaet.tg9_1.xml	1907	1900	digbib	Zu spät	Meysenbug, Malwida Freiin von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2387-1.tsv	mars	Muellenhoff,_Karl_603__Die_duemmste_Frau.tg745_1.xml	1845	1840	digbib	603.Die dümmste Frau	Müllenhoff, Karl	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2396-1.tsv	mars	Muellenhoff,_Karl_611__Die_alte_Kittelkittelkarre.tg753_1.xml	1845	1840	digbib	611.Die alte Kittelkittelkarre	Müllenhoff, Karl	yes	Erzähltext	yes	yes_DS	third	chevron
rwk1_digbib_2444-1.tsv	mars	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	no	third	none
rwk1_digbib_2444-2.tsv	mars	Mueller,_Robert_Irmelin_Rose.tg39_1.xml	1914	1910	digbib	Irmelin Rose	Müller, Robert	yes	Erzähltext	yes	no	third	none
rwk1_digbib_2451-1.tsv	mars	Panizza,_Oskar_Der_operirte_Jud_.tg55_1.xml	1893	1890	digbib	Der operirte Jud'	Panizza, Oskar	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2463-1.tsv	mars	Poe,_Edgar_Allan_Das_schwatzende_Herz.tg50_1.xml	1843	1840	digbib	Das schwatzende Herz	Poe, Edgar Allan	yes	Erzähltext	yes	no	first	undef
rwk1_digbib_2564-1.tsv	mars	Proehle,_Heinrich_49__Der_gelehrige_Dieb.tg61_1.xml	1853	1850	digbib	49. Der gelehrige Dieb	Pröhle, Heinrich	yes	Erzähltext	yes	no	third	ascii none
rwk1_digbib_2607-1.tsv	mars	Proehle,_Heinrich_76__Das_Schiff__das_auf_dem_trockenen_Lande_geht.tg92_1.xml	1853	1850	digbib	76.Das Schiff,das auf dem trockenen Lande geht	Pröhle, Heinrich	yes	Erzähltext	yes	no	third	none
rwk1_digbib_2623-1.tsv	mars	Raabe,_Wilhelm_Die_schwarze_Galeere.tg221_1.xml	1861	1860	digbib	Die schwarze Galeere	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2625-1.tsv	mars	Raabe,_Wilhelm_Frau_Salome.tg243_1.xml	1875	1870	digbib	Frau Salome	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2626-3.tsv	mars	Raabe,_Wilhelm_Hastenbeck.tg283_1.xml	1899	1890	digbib	Hastenbeck	Raabe, Wilhelm	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2636-1.tsv	mars	Reventlow,_Franziska_Graefin_zu_Die_Silberwanze.tg95_1.xml	1917	1910	digbib	Die Silberwanze	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	first_plural	chevron
rwk1_digbib_2647-1.tsv	mars	Reventlow,_Franziska_Graefin_zu_Warum.tg73_1.xml	1893	1890	digbib	Warum	Reventlow, Franziska Gräfin zu	yes	Erzähltext	yes	no	third	undef
rwk1_digbib_2653-1.tsv	mars	Riehl,_Wilhelm_Heinrich_von_Graefin_Ursula.tg29_1.xml	1862	1860	digbib	Gräfin Ursula	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2655-1.tsv	mars	Riehl,_Wilhelm_Heinrich_von_Meister_Martin_Hildebrand.tg34_1.xml	1862	1860	digbib	Meister Martin Hildebrand	Riehl, Wilhelm Heinrich von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2768-1.tsv	mars	Rosegger,_Peter_Waldheimat__Erzaehlungen_aus_der_Jugendzeit.tg27_1_82.xml	1877	1870	digbib	Der Prediger in der Wüste.	Rosegger, Peter	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2793-1.tsv	mars	Saar,_Ferdinand_von_Der__Exzellenzherr_.tg208_1.xml	1877	1870	digbib	Der »Exzellenzherr«	Saar, Ferdinand von	yes	Erzähltext	yes	no	unsure	chevron
rwk1_digbib_2801-2.tsv	mars	Saar,_Ferdinand_von_Die_Pfruendner.tg371_1.xml	1906	1900	digbib	Die Pfründner	Saar, Ferdinand von	yes	Erzähltext	yes	no	third	chevron
rwk1_digbib_2823-1.tsv	mars	Sacher-Masoch,_Leopold_von_Don_Juan_von_Kolomea.tg4_1.xml	1866	1860	digbib	Don Juan von Kolomea	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	no	first	none
rwk1_digbib_2823-3.tsv	mars	Sacher-Masoch,_Leopold_von_Don_Juan_von_Kolomea.tg4_1.xml	1866	1860	digbib	Don Juanvon Kolomea	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	no	first	none
rwk1_digbib_2824-3.tsv	mars	Sacher-Masoch,_Leopold_von_Venus_im_Pelz.tg5_1.xml	1870	1870	digbib	Venus im Pelz	Sacher-Masoch, Leopold von	yes	Erzähltext	yes	no	first	chevron
rwk1_digbib_2958-1.tsv	mars	Schambach,_Georg_5__Das_klingende_und_singende_Blatt.tg631_1.xml	1855	1850	digbib	5. Das klingende und singende Blatt	Schambach, Georg	yes	Erzähltext	yes	yes_DS	third	chevron
rwk1_digbib_3005-1.tsv	mars	Schnitzler,_Arthur_Der_Tod_des_Junggesellen.tg297_1.xml	1908	1900	digbib	Der Tod des Junggesellen	Schnitzler, Arthur	yes	Erzähltext	yes	no	third	chevron
