file	orig_filename	year	decade	source	title	author	fictional	text_type	narrative	cabtokens	dialect	perspective	quotes
rwk_digbib_3101-1.tsv	Spiegel,_Karl_24__Des_Koenigs_Schatzkammer.tg38_1.xml	1914	1910	digbib	24. Des Königs Schatzkammer	Spiegel, Karl	yes	Erzähltext	yes	596	no	third	chevron other
rwk_digbib_3104-1.tsv	Spiegel,_Karl_4__Der_Grindhansel.tg9_1.xml	1914	1910	digbib	4. Der Grindhansel	Spiegel, Karl	yes	Erzähltext	yes	601	no	third	chevron
rwk_digbib_3109-1.tsv	Spiegel,_Karl_9__Der_Zauberer_und_sein_Lehrling.tg14_1.xml	1914	1910	digbib	9.Der Zauberer und sein Lehrling	Spiegel, Karl	yes	Erzähltext	yes	591	no	third	none
rwk_digbib_3111-1.tsv	Spiegel,_Karl_a__Die_Geiss_und_der_Baer.tg21_1.xml	1914	1910	digbib	a. Die Geiß und der Bär	Spiegel, Karl	yes	Erzähltext	yes	653	yes	third	chevron none
rwk_digbib_3117-1.tsv	Stifter,_Adalbert_Bergkristall.tg139_1.xml	1845	1840	digbib	Bergkristall	Stifter, Adalbert	yes	Erzähltext	yes	617	no	third	chevron
rwk_digbib_3131-1.tsv	Stifter,_Adalbert_Katzensilber.tg140_1.xml	1853	1850	digbib	Katzensilber	Stifter, Adalbert	yes	Erzähltext	yes	589	no	third	chevron
rwk_digbib_3131-2.tsv	Stifter,_Adalbert_Katzensilber.tg140_1.xml	1853	1850	digbib	Katzensilber	Stifter, Adalbert	yes	Erzähltext	yes	621	no	third	chevron
rwk_digbib_3143-2.tsv	Storm,_Theodor_Das_Maerchen_von_den_drei_Spinnfrauen.tg261_1.xml	1919	1910	digbib	Das Märchen von den drei Spinnfrauen	Storm, Theodor	yes	Erzähltext	yes	585	no	third	chevron
rwk_digbib_3145-1.tsv	Storm,_Theodor_Der_kleine_Haewelmann.tg265_1.xml	1850	1850	digbib	Der kleine Häwelmann	Storm, Theodor	yes	Erzähltext	yes	682	no	third	chevron
rwk_digbib_3146-1.tsv	Storm,_Theodor_Der_Schimmelreiter.tg259_1.xml	1888	1880	digbib	Der Schimmelreiter	Storm, Theodor	yes	Erzähltext	yes	655	no	third	chevron
rwk_digbib_3147-1.tsv	Storm,_Theodor_Der_Spiegel_des_Cyprianus.tg282_1.xml	1865	1860	digbib	Der Spiegel des Cyprianus	Storm, Theodor	yes	Erzähltext	yes	611	no	third	chevron
rwk_digbib_3151-1.tsv	Storm,_Theodor_Eekenhof.tg246_1.xml	1879	1870	digbib	Eekenhof	Storm, Theodor	yes	Erzähltext	yes	629	no	third	chevron
rwk_digbib_3159-1.tsv	Storm,_Theodor_Hans_und_Heinz_Kirch.tg250_1.xml	1882	1880	digbib	Hans und Heinz Kirch	Storm, Theodor	yes	Erzähltext	yes	604	yes_DS	third	chevron
rwk_digbib_3161-1.tsv	Storm,_Theodor_Immensee.tg200_1.xml	1850	1850	digbib	Immensee	Storm, Theodor	yes	Erzähltext	yes	617	no	third	chevron
rwk_digbib_3164-1.tsv	Storm,_Theodor_Im_Saal.tg199_1.xml	1848	1840	digbib	Im Saal	Storm, Theodor	yes	Erzähltext	yes	601	no	third	chevron none
rwk_digbib_3168-2.tsv	Storm,_Theodor_Marthe_und_ihre_Uhr.tg198_1.xml	1848	1840	digbib	Marthe und ihre Uhr	Storm, Theodor	yes	Erzähltext	yes	577	no	third	undef
rwk_digbib_3183-2.tsv	Sudermann,_Hermann_Miks_Bumbullis.tg210_1.xml	1917	1910	digbib	Miks Bumbullis	Sudermann, Hermann	yes	Erzähltext	yes	592	no	third	chevron
rwk_digbib_3183-3.tsv	Sudermann,_Hermann_Miks_Bumbullis.tg210_1.xml	1917	1910	digbib	Miks Bumbullis	Sudermann, Hermann	yes	Erzähltext	yes	584	no	third	chevron
rwk_digbib_3185-1.tsv	Trakl,_Georg_Aus_goldenem_Kelch__Maria_Magdalena.tg167_1.xml	1906	1900	digbib	Aus goldenem Kelch. Maria Magdalena	Trakl, Georg	yes	Erzähltext	yes	602	no	third	none
rwk_digbib_3187-1.tsv	Trakl,_Georg_Verlassenheit.tg168_1.xml	1906	1900	digbib	Verlassenheit	Trakl, Georg	yes	Erzähltext	yes	607	no	third	undef
rwk_digbib_3198-1.tsv	Ungern-Sternberg,_Alexander_von_Die_Fee_Langeweile.tg20_1.xml	1850	1850	digbib	Die Fee Langeweile	Ungern-Sternberg, Alexander von	yes	Erzähltext	yes	637	no	third	chevron
rwk_digbib_3199-1.tsv	Ungern-Sternberg,_Alexander_von_Die_rosenrote_Fliege.tg9_1.xml	1850	1850	digbib	Die rosenrote Fliege	Ungern-Sternberg, Alexander von	yes	Erzähltext	yes	625	no	third	chevron
rwk_digbib_3202-1.tsv	Ungern-Sternberg,_Alexander_von_Die_verhuellte_Fee.tg17_1.xml	1850	1850	digbib	Die verhüllte Fee	Ungern-Sternberg, Alexander von	yes	Erzähltext	yes	659	no	third	chevron
rwk_digbib_3208-1.tsv	Verne,_Jules_Die_Blockade_Brecher.tg1931_1.xml	1875	1870	digbib	Die Blockade-Brecher	Verne, Jules	yes	Erzähltext	yes	622	no	third	dash chevron
rwk_digbib_3212-1.tsv	Verne,_Jules_Ein_Drama_in_Mexico.tg1890_1.xml	1857	1850	digbib	Ein Drama in Mexico	Verne, Jules	yes	Erzähltext	yes	610	no	third	dash chevron
rwk_digbib_3212-2.tsv	Verne,_Jules_Ein_Drama_in_Mexico.tg1890_1.xml	1857	1850	digbib	Ein Drama in Mexico	Verne, Jules	yes	Erzähltext	yes	596	no	third	chevron
rwk_digbib_3213-1.tsv	Verne,_Jules_Frritt_Flacc_.tg1973_1.xml	1887	1880	digbib	Frritt-Flacc!	Verne, Jules	yes	Erzähltext	yes	596	no	third	dash chevron
rwk_digbib_3213-2.tsv	Verne,_Jules_Frritt_Flacc_.tg1973_1.xml	1887	1880	digbib	Frritt-Flacc!	Verne, Jules	yes	Erzähltext	yes	612	no	third	other
rwk_digbib_3215-1.tsv	Verne,_Jules_Meister_Zacharius.tg1908_1.xml	1875	1870	digbib	Meister Zacharius	Verne, Jules	yes	Erzähltext	yes	615	no	third	other
rwk_digbib_3220-1.tsv	Wildenbruch,_Ernst_von_Das_Riechbuechschen.tg175_1.xml	1885	1880	digbib	Das Riechbüchschen	Wildenbruch, Ernst von	yes	Erzähltext	yes	596	no	third	chevron
rwk_digbib_3220-2.tsv	Wildenbruch,_Ernst_von_Das_Riechbuechschen.tg175_1.xml	1885	1880	digbib	Das Riechbüchschen	Wildenbruch, Ernst von	yes	Erzähltext	yes	599	no	third	chevron
rwk_digbib_3220-3.tsv	Wildenbruch,_Ernst_von_Das_Riechbuechschen.tg175_1.xml	1885	1880	digbib	Das Riechbüschchen	Wildenbruch, Ernst von	yes	Erzähltext	yes	630	no	third	chevron
rwk_digbib_3230-1.tsv	Wildermuth,_Ottilie_2__Der_Englaender.tg7_1.xml	1847	1840	digbib	2. Der Engländer	Wildermuth, Ottilie	yes	Erzähltext	yes	616	no	third	chevron
rwk_digbib_3242-1.tsv	Wildermuth,_Ottilie_4__Der_Herrenbau.tg27_1.xml	1847	1840	digbib	4. Der Herrenbau	Wildermuth, Ottilie	yes	Erzähltext	yes	760	no	third	chevron
rwk_digbib_3244-1.tsv	Wildermuth,_Ottilie_5__Das_fromme_Pfarrhaus.tg34_1.xml	1847	1840	digbib	5. Das fromme Pfarrhaus	Wildermuth, Ottilie	yes	Erzähltext	yes	607	no	third	chevron
rwk_digbib_3251-1.tsv	Wildermuth,_Ottilie_Das_Amthaus.tg62_1.xml	1852	1850	digbib	Das Amthaus	Wildermuth, Ottilie	yes	Erzähltext	yes	576	no	third	undef
rwk_digbib_3252-1.tsv	Wildermuth,_Ottilie_Das_Amthaus__1_.tg72_1.xml	1852	1850	digbib	Das Amthaus [1]	Wildermuth, Ottilie	yes	Erzähltext	yes	665	no	third	chevron
rwk_digbib_3269-1.tsv	Wildermuth,_Ottilie_Ein_einsam_Herz.tg87_1.xml	1852	1850	digbib	Ein einsam Herz	Wildermuth, Ottilie	yes	Erzähltext	yes	597	no	third	chevron
rwk_digbib_3280-1.tsv	Wildermuth,_Ottilie_Lebensglueck.tg93_1.xml	1852	1850	digbib	Lebensglück	Wildermuth, Ottilie	yes	Erzähltext	yes	927	no	third	chevron
rwk_digbib_3286-1.tsv	Wildermuth,_Ottilie_Streit_in_der_Liebe.tg53_1.xml	1847	1840	digbib	Streit in der Liebe	Wildermuth, Ottilie	yes	Erzähltext	yes	599	no	third	chevron
rwk_digbib_3303-1.tsv	Wolf,_Johann_Wilhelm_Das_weisse_Hemd__das_schwere_Schwert_und_der_goldene_Ring.tg21_1.xml	1851	1850	digbib	Das weiße Hemd, das schwere Schwert und der goldene Ring	Wolf, Johann Wilhelm	yes	Erzähltext	yes	652	no	third	chevron_single
rwk_digbib_3304-1.tsv	Wolf,_Johann_Wilhelm_Der_Fischerssohn__der_Rappe_und_der_Schimmel.tg7_1.xml	1851	1850	digbib	Der Fischersohn, der Rappe und der Schimmel	Wolf, Johann Wilhelm	yes	Erzähltext	yes	631	no	third	other
rwk_digbib_3338-1.tsv	Wolf,_Johann_Wilhelm__Der_Hasenhirt.tg20_1.xml	1851	1850	digbib	*Der Hasenhirt	Wolf, Johann Wilhelm	yes	Erzähltext	yes	581	no	third	chevron_single
rwk_digbib_3343-1.tsv	Wolf,_Johann_Wilhelm__Die_zwoelf_Brueder.tg19_1.xml	1851	1850	digbib	*Die zwölf Brüder	Wolf, Johann Wilhelm	yes	Erzähltext	yes	594	no	third	undef
rwk_digbib_384-1.tsv	Bartsch,_Karl_2__Ein_Siegfried_Maerchen.tg876_1.xml	1879	1870	digbib	2. Ein Siegfried-Märchen	Bartsch, Karl	yes	Erzähltext	yes	597	no	third	other
rwk_digbib_517-1.tsv	Bartsch,_Karl_589__Die_sieben_Steine_bei_Spornitz.tg782_1.xml	1879	1870	digbib	589. Die sieben Steinebei Spornitz	Bartsch, Karl	yes	Erzähltext	yes	588	no	third	undef
rwk_digbib_622-1.tsv	Bechstein,_Ludwig_Der_Wandergeselle.tg158_1.xml	1856	1850	digbib	Der Wandergeselle	Bechstein, Ludwig	yes	Erzähltext	yes	660	no	third	chevron
rwk_digbib_633-1.tsv	Bechstein,_Ludwig_Die_dankbaren_Tiere.tg128_1.xml	1845	1840	digbib	Die dankbaren Tiere	Bechstein, Ludwig	yes	Erzähltext	yes	619	no	third	chevron
rwk_digbib_660-1.tsv	Bechstein,_Ludwig_Die_verzauberte_Prinzessin.tg61_1.xml	1845	1840	digbib	Die verzauberte Prinzessin	Bechstein, Ludwig	yes	Erzähltext	yes	640	no	third	chevron
rwk_digbib_787-1.tsv	Birlinger,_Anton_300__Festlichkeiten_bei_Empfang_von_hohen_weltlichen.tg1640_1.xml	1862	1860	digbib	300. Festlichkeiten bei Empfang von hohen Weltlichen	Birlinger, Anton	yes	Erzähltext	yes	590	no	third	chevron
rwk_digbib_855-1.tsv	Birlinger,_Anton_580__Graf_Stadion_und_das_Uebelmaennlein.tg819_1.xml	1861	1860	digbib	580. Graf Stadion und das Uebelmännlein	Birlinger, Anton	yes	Erzähltext	yes	600	no	third	chevron
rwk_digbib_934-2.tsv	Bjørnson,_Bjørnstjerne_Synnoeve_Solbakken.tg4_1.xml	1857	1850	digbib	Synnöve Solbakken	Bjørnson, Bjørnstjerne	yes	Erzähltext	yes	698	no	third	chevron
rwk_digbib_935-1.tsv	Buechner,_Luise_1__Erzaehlung__Die_Geschichte_von_der_Frau_Holle.tg108_1.xml	1868	1860	digbib	1. Die Geschichte von der Frau Holle	Büchner, Luise	yes	Erzähltext	yes	663	no	third	chevron
rwk_digbib_936-1.tsv	Buechner,_Luise_2__Erzaehlung__Die_Geschichte_vom_Knecht_Nikolaus.tg109_1.xml	1868	1860	digbib	2. Erzählung. Die Geschichte vom Knecht Nikolaus	Büchner, Luise	yes	Erzähltext	yes	656	no	third	chevron
rwk_digbib_943-1.tsv	Buechner,_Luise_Der_kleine_Vagabund.tg104_1.xml	1878	1870	digbib	Der kleine Vagabund	Büchner, Luise	yes	Erzähltext	yes	613	no	third	chevron
rwk_digbib_945-1.tsv	Buechner,_Luise_Die_Fee_von_Argouges.tg105_1.xml	1878	1870	digbib	Die Fee von Argouges	Büchner, Luise	yes	Erzähltext	yes	609	no	third	chevron
rwk_digbib_946-1.tsv	Buechner,_Luise_Ein_Dichter.tg95_1.xml	1878	1870	digbib	Ein Dichter	Büchner, Luise	yes	Erzähltext	yes	632	no	third	chevron
rwk_digbib_981-1.tsv	Busch,_Wilhelm_32__Der_Soldat_und_das_Feuerzeug.tg683_1.xml	1910	1910	digbib	32. Der Soldat und das Feuerzeug	Busch, Wilhelm	yes	Erzähltext	yes	671	no	third	chevron
rwk_grenz_10402-1.tsv	grenzboten_341829_157673.txt_9.xml	1879	1870	grenz	Struensee.	Dohmte, E. 	no	Biographie	yes	582	no	third	undef
rwk_grenz_10605-1.tsv	grenzboten_341831_157681.txt_52.xml	1880	1880	grenz	Die Hauptströmungen in der bildenden Kunst der Gegenwart. 3. Der Realismus in der Historienmalerei. — Karl Piloty.	Rosenberg, Adolf	no	Biographie	no	628	no	third	german
rwk_grenz_10762-1.tsv	grenzboten_341831_157695.txt_47.xml	1880	1880	grenz	Zur Reform des Haftpflichtgesetzes: 3.Die allgemeine Arbeiterversicherung.	Stommel, Luno 	no	Reportage	no	621	no	third	undef
rwk_grenz_11238-1.tsv	grenzboten_341835_359176.txt_6.xml	1882	1880	grenz	Vom Wiener Burgtheater.	Undefined	no	Reportage	yes	641	no	third	german
rwk_grenz_11238-2.tsv	grenzboten_341835_359176.txt_6.xml	1882	1880	grenz	Vom Wiener Burgtheater.	Undefined	no	Reportage	yes	605	no	third	undef
rwk_grenz_11530-1.tsv	grenzboten_341837_151310.txt_8.xml	1883	1880	grenz	Die Grafen von Altenschwerdt.	Niemann, August	yes	Erzähltext	yes	599	no	third	none
rwk_grenz_11903-1.tsv	grenzboten_341839_156270.txt_82.xml	1884	1880	grenz	Die Engel auf Erden. 	Bersezio, Viktor	yes	Erzähltext	yes	620	no	third	none
rwk_grenz_12346-1.tsv	grenzboten_341841_195390.txt_29.xml	1885	1880	grenz	Otium cum dignitate.	Undefined	no	Biographie	no	579	no	third	german
rwk_grenz_12920-1.tsv	grenzboten_341843_199353.txt_29.xml	1886	1880	grenz	Olympia und der olympische Zeustempel	Undefined	no	Reportage	no	582	no	third	german
rwk_grenz_13812-1.tsv	grenzboten_341849_204088.txt_52.xml	1889	1880	grenz	Wolf Baudissin (geb. den 30. Januar 1789)	Waldmüller, Robert	no	Biographie	no	616	no	third	none
rwk_grenz_13947-1.tsv	grenzboten_341849_204730.txt_89.xml	1889	1880	grenz	Robert Hamerlings Selbstbiographie	Necker, Moritz	no	Rezension	no	610	no	third	german
rwk_grenz_1482-1.tsv	grenzboten_341563_279025.txt_78.xml	1849	1840	grenz	Jütland und die Jüten.	Undefined	no	Kommentar	yes	615	no	third	undef
rwk_grenz_14861-1.tsv	grenzboten_341855_211167.txt_19.xml	1892	1890	grenz	Friedrich Myconius	Kreyenberg, Gotthold	no	Biographie	yes	597	no	third	german
rwk_grenz_14935-1.tsv	grenzboten_341855_211167.txt_86.xml	1892	1890	grenz	Bilder aus dem Universitätsleben: 2. Die Wahlschlacht	Undefined	yes	Erzähltext	yes	618	no	third	none
rwk_grenz_15360-1.tsv	grenzboten_341857_214455.txt_50.xml	1893	1890	grenz	Leila die Katzenprinzessin (Fortsetzung)	Haarhaus, Julius	yes	Erzähltext	yes	587	no	third	none
rwk_grenz_15484-1.tsv	grenzboten_341857_215089.txt_73.xml	1893	1890	grenz	Indische Zustände	Undefined	no	Reportage	no	602	no	third	german
rwk_grenz_15654-1.tsv	grenzboten_341861_219001.txt_66.xml	1895	1890	grenz	Stölzels juristische Lehrmethode	Undefined	no	Rezension	no	586	no	third	german
rwk_grenz_16046-1.tsv	grenzboten_341863_222303.txt_2.xml	1896	1890	grenz	Zur Assessorenfrage in Preußen	Undefined	no	Kommentar	no	594	no	third	german
rwk_grenz_16079-1.tsv	grenzboten_341863_222303.txt_5.xml	1896	1890	grenz	Adolf Wilbrandt	Undefined	no	Rezension	no	596	no	third	german
rwk_grenz_1618-1.tsv	grenzboten_341568_185336.txt_20.xml	1850	1850	grenz	Das Parlament in Erfurt.	Undefined	no	Kommentar	no	625	no	third	german none
rwk_grenz_16257-1.tsv	grenzboten_341863_223583.txt_50.xml	1896	1890	grenz	Die Dynastie der Saids in Sansibar	Wagner, Hans	no	Reportage	no	590	no	third	undef
rwk_grenz_16296-1.tsv	grenzboten_341863_223583.txt_86.xml	1896	1890	grenz	Englische Zustände 4	Undefined	no	Reportage	no	608	no	third	german
rwk_grenz_16524-1.tsv	grenzboten_341865_225585.txt_39.xml	1897	1890	grenz	Zur Beförderung und Verabschiedung der Offiziere	Undefined	no	Kommentar	no	586	no	third	undef
rwk_grenz_16935-1.tsv	grenzboten_341867_228301.txt_9.xml	1898	1890	grenz	Die Sozialdemokratie im Beamtentum	Undefined	no	Kommentar	no	566	no	third	undef
rwk_grenz_17048-1.tsv	grenzboten_341869_229685.txt_21.xml	1899	1890	grenz	Diedeutsche Geldreform(Schluß)	Undefined	no	Reportage	no	587	no	third	undef
rwk_grenz_17383-1.tsv	grenzboten_341869_231811.txt_76.xml	1899	1890	grenz	Skizzen aus unserm heutigen Volksleben: Dritte Reihe, 4. Wie es Pastor Heinrichs bei seiner Versetzung erging	Anders, Fritz	yes	Erzähltext	yes	589	no	third	undef
rwk_grenz_17626-1.tsv	grenzboten_341871_290410.txt_72.xml	1900	1900	grenz	Die Blüte und der Verfall der holländischen Seemacht	Undefined	no	Reportage	no	568	no	third	undef
rwk_grenz_18070-1.tsv	grenzboten_341873_235821.txt_86.xml	1901	1900	grenz	Weihnachten vor Paris (Schluß)	Stellanus, Georg	yes	Erzähltext	yes	645	no	third	german none
rwk_grenz_18080-1.tsv	grenzboten_341875_236523.txt_16.xml	1902	1900	grenz	Kursächsische Streifzüge 3. Sitzenroda. Schilda und das Schildbürgerbuch	Schmidt, V.E. von	no	Reportage	no	585	no	third	german
rwk_grenz_18315-1.tsv	grenzboten_341875_238041.txt_59.xml	1902	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	593	no	third	german
rwk_grenz_18324-1.tsv	grenzboten_341875_238041.txt_67.xml	1902	1900	grenz	Der Kampf um Rom 1849	Kämmel, Otto 	no	Reportage	yes	570	no	third	german
rwk_grenz_18324-2.tsv	grenzboten_341875_238041.txt_67.xml	1902	1900	grenz	Der Kampf um Rom 1849	Kaemmel, Otto 	no	Reportage	yes	571	no	third	undef
rwk_grenz_18701-1.tsv	grenzboten_341877_241213.txt_37.xml	1903	1900	grenz	Ekkehard der Erste von St. Gallen und das Waltharilied	Undefined	no	Biographie	no	603	no	third	german
rwk_grenz_19033-1.tsv	grenzboten_341879_293618.txt_61.xml	1904	1900	grenz	Der Mönch von Weinfelden (Fortsetzung)	Haarhaus, Julius R.	yes	Erzähltext	yes	574	no	third	none
rwk_grenz_19164-1.tsv	grenzboten_341879_294416.txt_90.xml	1904	1900	grenz	Gräfin Susanna (Fortsetzung)	Harland, Henry 	yes	Erzähltext	yes	624	no	third	none
rwk_grenz_19209-1.tsv	grenzboten_341879_295218.txt_43.xml	1904	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	638	no	third	undef
rwk_grenz_19300-1.tsv	grenzboten_341881_296010.txt_40.xml	1905	1900	grenz	Salzburg und die Tauernpässe	Kaemmel, Otto 	no	Reportage	no	582	no	third	german
rwk_grenz_19331-1.tsv	grenzboten_341881_296010.txt_69.xml	1905	1900	grenz	Von Zölibat, Brevier, Meßstipendien und Klosterwesen (Schluß)	Undefined	no	Reportage	no	605	no	third	german
rwk_grenz_19520-1.tsv	grenzboten_341881_297518.txt_7.xml	1905	1900	grenz	Herrenmenschen 14. Er soll dein Herr sein	Anders, Fritz| Allihn, Max 	yes	Erzähltext	yes	616	no	third	undef
rwk_grenz_19716-1.tsv	grenzboten_341883_298274.txt_63.xml	1906	1900	grenz	Kontroversenzüchtung: Ein Mahnwort an den Gesetzgeber	Josef, Eugen 	no	Kommentar	no	599	no	third	german
rwk_grenz_19836-1.tsv	grenzboten_341883_299040.txt_82.xml	1906	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	617	no	third	none
rwk_grenz_20204-1.tsv	grenzboten_341885_301987.txt_75.xml	1907	1900	grenz	Tilsit - ein Zusammenbruch der britischen Festlandpolitik	Kraus, Eberhard	no	Reportage	no	573	no	third	undef
rwk_grenz_20517-1.tsv	grenzboten_341887_309728.txt_90.xml	1908	1900	grenz	Literarischer Wert	Büchner, Paul	no	Kommentar	no	630	no	third	german
rwk_grenz_20816-1.tsv	grenzboten_341889_312350.txt_31.xml	1909	1900	grenz	Dem Kaiser	Undefined	no	Kommentar	no	603	no	third	undef
rwk_grenz_20961-1.tsv	grenzboten_341889_313036.txt_78.xml	1909	1900	grenz	Vom Ansehen des Reichstags	Undefined	no	Kommentar	no	578	no	third	undef
rwk_grenz_21002-1.tsv	grenzboten_341889_313702.txt_32.xml	1909	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	574	no	third	german
rwk_grenz_21102-1.tsv	grenzboten_341889_314346.txt_35.xml	1909	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar	no	613	no	third	undef
rwk_grenz_21204-1.tsv	grenzboten_341891_314996.txt_33.xml	1910	1910	grenz	Jasmin	Puttkamer, Alberta von	yes	Erzähltext	yes	623	no	third	german
rwk_grenz_21346-1.tsv	grenzboten_341891_315638.txt_7.xml	1910	1910	grenz	Im Kampf gegen die Übermacht	Lie, Bernt	yes	Erzähltext	no	600	no	third	german
rwk_grenz_21469-1.tsv	grenzboten_341891_316950.txt_14.xml	1910	1910	grenz	Beitrag zur Geschichte der Psychiatrie	Benn, Gottfried	no	Reportage	no	621	no	third	german
rwk_grenz_21534-1.tsv	grenzboten_341891_316950.txt_73.xml	1910	1910	grenz	Im Flecken: Erzählung aus der russischen Provinz (Fortsetzung)	Reyher, Alexander Andreas v. 	yes	Erzähltext	yes	677	no	third	german
rwk_grenz_21780-1.tsv	grenzboten_341893_318948.txt_12.xml	1911	1910	grenz	Staatlicher Imperialismus und Individualismus	Dix, Arthur 	no	Reportage	no	569	no	third	german
rwk_grenz_21900-1.tsv	grenzboten_341893_319600.txt_31.xml	1911	1910	grenz	Polen und Rom vor 1870	Pflaum, Chr. D.	no	Reportage	yes	622	no	third	german
rwk_grenz_22075-1.tsv	grenzboten_341895_321082.txt_17.xml	1912	1910	grenz	Rußland, Frankreich und Deutschland	Massow, Wilhelm v.	no	Reportage	yes	579	no	third	german
rwk_grenz_22091-1.tsv	grenzboten_341895_321082.txt_31.xml	1912	1910	grenz	Reichsspiegel	Undefined	no	Nachrichten	no	568	no	third	german
rwk_grenz_22136-1.tsv	grenzboten_341895_321082.txt_72.xml	1912	1910	grenz	Reichsspiegel	Undefined	no	Kommentar	yes	606	no	third	german
rwk_grenz_22414-1.tsv	grenzboten_341897_324869.txt_7.xml	1913	1910	grenz	Maßgebliches und Unmaßgebliches: Volkswirtschaft	Jentsch, Carl 	no	Rezension	no	592	no	third	undef
rwk_grenz_22456-1.tsv	grenzboten_341897_325519.txt_17.xml	1913	1910	grenz	Kirchspielvogt Mohr. Zur Psychologie Hebbels und moderner Kritik	Reuschel,  Karl	no	Rezension	no	591	no	third	german
rwk_grenz_22484-1.tsv	grenzboten_341897_325519.txt_42.xml	1913	1910	grenz	Der vorsichtige Freier(Schluß)	Federn, Karl 	yes	Erzähltext	yes	587	no	third	german
rwk_grenz_23276-1.tsv	grenzboten_341901_323972.txt_50.xml	1915	1910	grenz	Englische Weltpolitik und Weltverkehrsfragen vor dem Kriege	Wütschke, Dr.	no	Kommentar	no	695	no	third	undef
rwk_grenz_23388-1.tsv	grenzboten_341903_329665.txt_36.xml	1916	1910	grenz	Das Nationalitätsprinzip und der Krieg	Bornhak, Conrad Professor Dr.	no	Reportage	no	577	no	third	undef
rwk_grenz_23465-1.tsv	grenzboten_341903_330101.txt_43.xml	1916	1910	grenz	Der Apostel des deutschen Idealismus	Buchheim, Karl	no	Biographie	no	568	no	third	german none
rwk_grenz_2866-1.tsv	grenzboten_341576_96706.txt_53.xml	1853	1850	grenz	Der russisch-türkische Feldzug von 1829.	Undefined	no	Reportage	yes	559	no	third	undef
rwk_grenz_3108-1.tsv	grenzboten_341578_97245.txt_54.xml	1854	1850	grenz	Wochenbericht	Undefined	no	Kommentar	no	590	no	third	german
rwk_grenz_317-1.tsv	grenzboten_341546_341790.txt_39.xml	1844	1840	grenz	Der Kunstteufel: Modernes Märchen.	Undefined	yes	Erzähltext	yes	652	no	third	undef
rwk_grenz_3633-1.tsv	grenzboten_341584_102060.txt_2.xml	1856	1850	grenz	Der Sundzoll	Undefined	no	Reportage	yes	641	no	third	undef
rwk_grenz_3633-2.tsv	grenzboten_341584_102060.txt_2.xml	1856	1850	grenz	Der Sundzoll.	Undefined	no	Kommentar	no	597	no	third	undef
rwk_grenz_3732-1.tsv	grenzboten_341584_102594.txt_48.xml	1856	1850	grenz	Deutsches Künstlerleben in Rom.	Undefined	no	Reportage	yes	585	no	third	undef
rwk_grenz_4004-1.tsv	grenzboten_341586_104734.txt_48.xml	1857	1850	grenz	Aus der römischen Kaiserzeit.	Undefined	no	Reportage	yes	583	no	third	undef
rwk_grenz_4617-1.tsv	grenzboten_341594_108721.txt_12.xml	1860	1860	grenz	Die Ereignisse in Mittelitalien seit dem Frieden von Villasrmica.	Undefined	no	Nachrichten	yes	557	no	third	undef
rwk_grenz_5313-1.tsv	grenzboten_341795_113779.txt_48.xml	1862	1860	grenz	Die letzte Woche in Preußen.	Undefined	no	Kommentar	no	638	no	third	undef
rwk_grenz_5486-1.tsv	grenzboten_341797_115393.txt_28.xml	1863	1860	grenz	Von der polnischen Grenze	Undefined	no	Kommentar	no	640	no	third	undef
rwk_grenz_5912-2.tsv	grenzboten_341799_189094.txt_53.xml	1864	1860	grenz	Vasari der andere. 1.	Undefined	no	Rezension	no	570	no	third	undef
rwk_grenz_7064-2.tsv	grenzboten_341807_287271.txt_8.xml	1868	1860	grenz	Bestrebungen zur Ausdehnung des weiblichen Wirkungskreises	Undefined	no	Kommentar	no	582	no	third	german
rwk_grenz_7378-1.tsv	grenzboten_341809_121754.txt_33.xml	1869	1860	grenz	Ulrich Zwingli	Undefined	no	Reportage	no	617	no	third	german
rwk_grenz_8348-1.tsv	grenzboten_341815_128453.txt_38.xml	1872	1870	grenz	Frankreich und die allgemeine Wehrpflicht	Jähns, Max 	no	Kommentar	no	639	no	third	german
rwk_grenz_9076-1.tsv	grenzboten_341821_134957.txt_36.xml	1875	1870	grenz	Die Wirren in Louistana	Undefined	no	Kommentar	no	624	no	third	german
rwk_grenz_9676-1.tsv	grenzboten_341825_157640.txt_26.xml	1877	1870	grenz	Johann Huß' letzte Lebensstunden und Tod.	Salchow, H.	no	Biographie	yes	702	no	third	none
rwk_grenz_9881-1.tsv	grenzboten_341825_157647.txt_25.xml	1877	1870	grenz	Die Herrlichkeit Kniphausen und die gräflich Bentincksche Burgmilice.I.	Undefined	no	Reportage	yes	583	no	third	german
rwk_grenz_9977-1.tsv	grenzboten_341827_157649.txt_51.xml	1878	1870	grenz	Die deutsche Literatur während des achtjährigen Friedens 1748-1756.	Schmidt, Julian 	no	Rezension	no	604	no	third	german
rwk_mkhz_10012-1.tsv	MT_1884_06_10.txt_1.xml	1884	1880	mkhz.maehrisches	Undefined	Undefined	no	Nachrichten	no	588	no	third	undef
